-75.63636363636364,1575960360000,59974
-74.91666666666667,1575960420000,59974
-75.66666666666667,1575960480000,59974
-76.41666666666667,1575960540000,59974
-73.16666666666667,1575960600000,59974
-74.66666666666667,1575960660000,59974
-73.58333333333333,1575960720000,59974
-75.08333333333333,1575960780000,59974
-75.41666666666667,1575960840000,59974
-72.83333333333333,1575960900000,59974
-76.16666666666667,1575960960000,59974
-73.83333333333333,1575961020000,59974
-74.91666666666667,1575961080000,59974
-74.58333333333333,1575961140000,59974
-77.41666666666667,1575961200000,59974
-73.83333333333333,1575961260000,59974
-75.41666666666667,1575961320000,59974
-73.33333333333333,1575961380000,59974
-73.0,1575961440000,59974
-72.5,1575961500000,59974
-74.08333333333333,1575961560000,59974
-75.58333333333333,1575961620000,59974
-74.91666666666667,1575961680000,59974
-74.83333333333333,1575961740000,59974
-73.25,1575961800000,59974
-73.5,1575961860000,59974
-76.58333333333333,1575961920000,59974
